Datum,Kategorie,Name,Studierendenpreis,Preis andere,Nutriscore,Krokette
2024-08-09,Vegan,Gulasch von der rheinischen Knolle mit Haferschmand,"1,49 €","2,91 €",A,0
2024-08-09,Beilage 1,Kartoffeln,"0,44 €","0,86 €",A,0
2024-08-09,Beilage 2,Pommes frites,"0,60 €","1,17 €",B,0
2024-08-09,Dessert 1,Erdbeercremejoghurt,"0,48 €","0,94 €",B,0
2024-08-09,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,0
2024-08-09,Gemüse 1,Erbsen und Fingerkarotten,"0,50 €","0,98 €",A,0
2024-08-09,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-08-09,Suppe,Kräutersuppe,"0,42 €","0,82 €",B,0
2024-08-12,Eintopf,"Möhren ""Durcheinander""","1,68 €","3,47 €",A,0
2024-08-12,Essen 1,"Tortelloni ""Mediterraneo"" mit Kirschtomaten und Sonnenblumenkernen","2,26 €","4,41 €",A,0
2024-08-12,Essen 2,Paniertes Putenschnitzel mit Geflügelsoße,"2,40 €","4,68 €",A,0
2024-08-12,Vegan,"Bulgur-Gemüsepfanne ""Sweet Chili"" mit Grünkohl-Hanfbällchen","2,48 €","4,84 €",A,0
2024-08-12,Wok-/Grill,"Frisch, gegrillte Schweinefiletmedaillons mit Speckböhnchen und Tagliatelle","5,08 €","6,95 €",A,0
2024-08-12,Beilage 1,Pommes frites,"0,60 €","1,17 €",B,0
2024-08-12,Beilage 2,Kartoffeln,"0,44 €","0,86 €",A,0
2024-08-12,Dessert 1,Zitronenquark,"0,44 €","0,86 €",A,0
2024-08-12,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,0
2024-08-12,Gemüse 1,Mischgemüse in Sojarahm,"0,58 €","1,13 €",A,0
2024-08-12,Gemüse 2,Erbsen,"0,48 €","0,94 €",A,0
2024-08-12,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-08-12,Suppe,Karotten-Ingwersuppe,"0,40 €","0,78 €",A,0
2024-08-13,Eintopf,"Hackfleischeintopf ""Budapest"" mit Kartoffeln und Paprika","2,92 €","5,68 €",A,0
2024-08-13,Essen 1,Gnocchiauflauf mit Blattspinat und Tomate,"2,18 €","4,25 €",A,0
2024-08-13,Essen 2,Gebratenes Tilapiafilet mit Kokos-Curry-Gemüse,"2,42 €","4,72 €",A,0
2024-08-13,Vegan,"Veganes "" No-Chicken"" Frikassee","1,84 €","3,59 €",A,0
2024-08-13,Wok-/Grill,"""Pimp Your Burger"" - ""Planted."" Kebap Burger mit Pommes Frites und Toppings nach Wahl","5,76 €","7,63 €",A,0
2024-08-13,Beilage 1,Nudeln,"0,40 €","0,78 €",A,0
2024-08-13,Beilage 2,Reis,"0,46 €","0,90 €",A,0
2024-08-13,Dessert 1,Waldbeerjoghurt,"0,46 €","0,90 €",B,0
2024-08-13,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,0
2024-08-13,Gemüse 1,Sommergemüse,"0,44 €","0,86 €",A,0
2024-08-13,Gemüse 2,Brokkoli,"0,76 €","1,48 €",A,0
2024-08-13,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-08-13,Suppe,Tandoori Gemüsesuppe,"0,52 €","1,01 €",A,0
2024-08-14,Eintopf,Pürierter Kartoffeleintopf mit frischer Blattpetersilie,"1,90 €","3,71 €",A,0
2024-08-14,Essen 1,Schupfnudel-Poutine,"2,40 €","4,68 €",B,0
2024-08-14,Essen 2,Hausgemachte Bifteki-Frikadelle mit Hirtenkäsefüllung und Zaziki,"2,60 €","5,07 €",B,0
2024-08-14,Vegan,"Vollkornspaghetti mit Mangold, Kirschtomaten und gerösteten Sonnenblumenkernen","1,64 €","3,20 €",A,0
2024-08-14,Wok-/Grill,"Miso Ramen - Nudelsuppe mit Rinderhüfte, Shii-Take u. Mu-Err Pilzen, Nori-Blätter, Soja, Sesam, Ingwer und Koriander","5,44 €","7,31 €",A,0
2024-08-14,Beilage 1,Reis,"0,46 €","0,90 €",A,0
2024-08-14,Beilage 2,Pommes frites,"0,60 €","1,17 €",B,0
2024-08-14,Dessert 1,Schokopudding,"0,60 €","1,17 €",C,0
2024-08-14,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,0
2024-08-14,Gemüse 1,Rustica Karotten,"0,64 €","1,25 €",A,0
2024-08-14,Gemüse 2,Ratatouille Gemüse,"0,48 €","0,94 €",A,0
2024-08-14,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-08-14,Suppe,Kräutersuppe,"0,42 €","0,82 €",B,0
2024-08-15,Eintopf,Blumenkohl-Curry-Topf mit Kokosmilch,"1,66 €","3,24 €",A,0
2024-08-15,Essen 1,"Reisnudelpfanne ""Olymp"" - Reisnudeln mit mediterranem Gemüse und Weißkäse","1,82 €","3,55 €",A,0
2024-08-15,Essen 2,Natur gebratenes Stielkotelett mit Schmorzwiebeln und Jus,"2,52 €","4,91 €",A,0
2024-08-15,Vegan,Hausgemachte Linsenlasagne mit Tomatensoße,"2,22 €","4,33 €",A,0
2024-08-15,Wok-/Grill,"Kurzgebratene, ausgelöste Hähnchenkeule mit Erdnusssoße und Risi Bisi","4,42 €","6,29 €",A,0
2024-08-15,Beilage 1,Pommes frites,"0,60 €","1,17 €",B,0
2024-08-15,Beilage 2,Reis,"0,46 €","0,90 €",A,0
2024-08-15,Dessert 1,Pfirsichquark,"0,62 €","1,21 €",A,0
2024-08-15,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,0
2024-08-15,Gemüse 1,Delikatessbohnen,"0,44 €","0,86 €",A,0
2024-08-15,Gemüse 2,Buntes Gemüse mit Kichererbsen,"0,60 €","1,20 €",A,0
2024-08-15,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-08-15,Suppe,Kartoffelsuppe,"0,46 €","0,90 €",A,0
2024-08-16,Eintopf,Ribollita - Toskanischer Bauerntopf,"1,82 €","3,55 €",A,0
2024-08-16,Essen 1,Gebackenes Käseschnitzel mit Kräutersoße,"2,48 €","4,84 €",D,0
2024-08-16,Essen 2,Alaska-Seelachsfilet in Eihülle und Senf-Dillsoße,"2,64 €","5,15 €",A,0
2024-08-16,Vegan,Gebackene Aubergine mit Tabouleh und Soja-Minzdip,"1,72 €","3,25 €",A,0
2024-08-16,Wok-/Grill,"Argentinische Steakhüfte mit Pfefferrahmsoße, Pommes frites und Salat","7,00 €","8,87 €",A,0
2024-08-16,Beilage 1,Kartoffeln,"0,44 €","0,86 €",A,0
2024-08-16,Beilage 2,Nudeln,"0,40 €","0,78 €",A,0
2024-08-16,Dessert 1,Joghurt mit Müsli,"0,43 €","0,84 €",B,0
2024-08-16,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,0
2024-08-16,Gemüse 1,Blattspinat in Sojarahm,"0,60 €","1,17 €",A,0
2024-08-16,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-08-16,Suppe,Curry-Rahmsuppe,"0,52 €","1,01 €",A,0
2024-08-19,Eintopf,Lauchrahmtopf mit Kartoffelwürfeln und Suppengemüse,"1,62 €","3,16 €",A,0
2024-08-19,Essen 1,"Kartoffelnudeln mit Kraut, Paprikastreifen und Speck","1,94 €","3,78 €",A,0
2024-08-19,Essen 2,Gebratene Hähnchenbrust mit Paprikarahmsoße,"2,56 €","4,99 €",A,0
2024-08-19,Vegan,Frische Kartoffelknödel mit Champignons in Sojarahm,"2,56 €","4,99 €",A,0
2024-08-19,Wok-/Grill,"Lahmacun, türkische Pizza mit frischen Salaten, Hähnchenstreifen und Joghurt","4,48 €","6,35 €",B,0
2024-08-19,Beilage 1,Kroketten,"0,62 €","1,21 €",C,1
2024-08-19,Beilage 2,Reis,"0,46 €","0,90 €",A,0
2024-08-19,Dessert 1,Vanillepudding,"0,60 €","1,17 €",C,0
2024-08-19,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,0
2024-08-19,Gemüse 1,Karottenscheiben,"0,34 €","0,66 €",A,0
2024-08-19,Gemüse 2,Erbsen,"0,48 €","0,94 €",A,0
2024-08-19,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-08-19,Suppe,Kohlrabicremesuppe,"0,50 €","0,98 €",A,0
2024-08-20,Eintopf,Süßkartoffel-Tomaten-Eintopf,"1,70 €","3,32 €",A,0
2024-08-20,Essen 1,Fleischbällchen mit Paprika-Zwiebeln-Erbsengemüse und Ajvar,"2,52 €","4,91 €",A,0
2024-08-20,Essen 2,Gebratenes Rotbarschfilet mit Lauchrahmsoße,"2,56 €","4,99 €",B,0
2024-08-20,Vegan,Jackfruit-Ragout mit frischen Wiesenchampignons,"1,66 €","3,24 €",A,0
2024-08-20,Wok-/Grill,"""Pimp Your Burger"" - Rindfleischpatty mit Salat, unserer Haussoße, Pommes frites und Toppings nach Wahl","6,04 €","7,91 €",D,0
2024-08-20,Beilage 1,Nudeln,"0,40 €","0,78 €",A,0
2024-08-20,Beilage 2,Kartoffeln,"0,44 €","0,86 €",A,0
2024-08-20,Dessert 1,Milchreis mit Zimt und Zucker,"0,72 €","1,40 €",C,0
2024-08-20,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,0
2024-08-20,Gemüse 1,Romanobohnen,"0,52 €","1,01 €",A,0
2024-08-20,Gemüse 2,Blattspinat in Sojarahm,"0,60 €","1,17 €",A,0
2024-08-20,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-08-20,Suppe,Tomatensuppe,"0,40 €","0,78 €",A,0
2024-08-21,Eintopf,Unser Bestseller: Ungarische Gulaschsuppe,"3,16 €","6,16 €",A,0
2024-08-21,Essen 1,Nudel- Gemüseauflauf auf Tomatensugo,"2,22 €","4,33 €",A,0
2024-08-21,Essen 2,Knusprig gebratener Schweinebauch mit Zwiebel-Apfelragout,"2,30 €","4,49 €",D,0
2024-08-21,Vegan,"Kichererbsencurry mit Spinat, Blumenkohl, Wurzelgemüse und Reis","1,88 €","3,67 €",A,0
2024-08-21,Wok-/Grill,"""Gong Bao Chicken"" - Traditionelles chinesisches Wok-Gericht aus der Szechuan-Küche mit Reis","3,72 €","5,59 €",A,0
2024-08-21,Beilage 1,Schwenkkartoffeln,"0,64 €","1,25 €",B,0
2024-08-21,Beilage 2,Reis,"0,46 €","0,90 €",A,0
2024-08-21,Dessert 1,Pfirsichjoghurt,"0,52 €","1,01 €",C,0
2024-08-21,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,0
2024-08-21,Gemüse 1,Leipziger Allerlei,"0,58 €","1,13 €",A,0
2024-08-21,Gemüse 2,Brokkoli,"0,76 €","1,48 €",A,0
2024-08-21,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-08-21,Suppe,Pürierte Erbsensuppe,"0,56 €","1,09 €",A,0
2024-08-22,Eintopf,Erbseneintopf,"1,72 €","3,35 €",A,0
2024-08-22,Essen 1,Schwenkkartoffelpfanne mit Gemüse und Kräuter-Quark,"1,74 €","3,39 €",A,0
2024-08-22,Essen 2,"""Jägergulasch"" - Schweinegulasch mit Speck und Champignons in Weißwein-Sahnesoße","2,52 €","4,91 €",B,0
2024-08-22,Vegan,"Veggie-Gyros ""Akropolis"" mit Zaziki","1,62 €","3,16 €",A,0
2024-08-22,Wok-/Grill,"Hausgemachte Lasagne al forno, Rindfleisch mit Wurzelgemüse, Tomatensoße und Salat","3,69 €","5,56 €",B,0
2024-08-22,Beilage 1,Pommes frites,"0,60 €","1,17 €",B,0
2024-08-22,Beilage 2,Nudeln mit Gemüse,"0,52 €","1,01 €",A,0
2024-08-22,Dessert 1,Erdbeercremejoghurt,"0,46 €","0,90 €",B,0
2024-08-22,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,0
2024-08-22,Gemüse 1,Balkangemüse,"0,46 €","0,90 €",A,0
2024-08-22,Gemüse 2,Blumenkohl,"0,44 €","0,86 €",A,0
2024-08-22,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-08-22,Suppe,Apfel-Kürbissuppe,"0,54 €","1,05 €",B,0
2024-08-23,Eintopf,"Gemüseeintopf ""Pichelsteiner Art""","1,54 €","3,00 €",A,0
2024-08-23,Essen 1,"""Tortilla Española"" Spanisches Kartoffelomelette mit Paprika und Kirschtomaten","1,96 €","3,82 €",A,0
2024-08-23,Essen 2,"Fischfiletstreifen ""Kibbeling"" mit Zitronen-Mayonnaise","2,32 €","4,52 €",C,0
2024-08-23,Vegan,Frisches Grillgemüse mit Kartoffeln aus dem Ofen,"2,32 €","4,52 €",B,0
2024-08-23,Wok-/Grill,"Großes Schweineschnitzel ""Holsteiner Art"" mit Schmorzwiebeln, Spiegelei und Pommes frites","5,01 €","6,88 €",A,0
2024-08-23,Beilage 1,Kartoffeln,"0,56 €","1,09 €",A,0
2024-08-23,Beilage 2,Pommes frites,"0,60 €","1,17 €",B,0
2024-08-23,Dessert 1,Quark mit Mandarinen,"0,52 €","1,01 €",A,0
2024-08-23,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,0
2024-08-23,Gemüse 1,Kaisergemüse,"0,48 €","0,94 €",A,0
2024-08-23,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-08-23,Suppe,Blumenkohlrahmsuppe,"0,54 €","1,05 €",A,0
2024-08-26,Eintopf,"""planted. Chicken"" Eintopf mit Curry und Gemüse","2,34 €","4,56 €",A,0
2024-08-26,Essen 1,Kartoffelgnocchi mit frischem Gemüse und Kräuter-Sahnesoße,"1,98 €","3,86 €",A,0
2024-08-26,Essen 2,"Putengulasch ""Süß-Sauer"" mit Koriander","2,40 €","4,68 €",A,0
2024-08-26,Vegan,"Orientalische Couscouspfanne mit Gemüse, Mango, Rosinen, Nüssen und Soja-Joghurtdip","1,96 €","3,82 €",A,0
2024-08-26,Wok-/Grill,"Medium gegartes Roastbeef mit Kräuterbutter, Pommes frites und hausgemachtem Krautsalat","7,74 €","9,61 €",A,0
2024-08-26,Beilage 1,Pommes frites,"0,60 €","1,17 €",B,0
2024-08-26,Beilage 2,Penne Rigate mit Gemüse,"0,47 €","0,91 €",A,0
2024-08-26,Dessert 1,Joghurt mit Kirschen,"0,59 €","1,14 €",C,0
2024-08-26,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,0
2024-08-26,Gemüse 1,Cordial Mischgemüse,"0,60 €","1,17 €",A,0
2024-08-26,Gemüse 2,Pariser Karotten,"0,66 €","1,29 €",A,0
2024-08-26,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-08-26,Suppe,Gemüsecremesuppe,"0,42 €","0,82 €",B,0
2024-08-27,Eintopf,Wirsingeintopf,"2,24 €","4,37 €",A,0
2024-08-27,Essen 1,"Schupfnudeln mit karamellisierten Äpfeln, Ahornsirup und Vanillesoße","2,46 €","4,80 €",C,0
2024-08-27,Essen 2,Gebratenes Tilapiafilet mit Meerrettich-Sahnesoße,"2,34 €","4,56 €",B,0
2024-08-27,Vegan,"""Chili con Soja"" mit Kidneybohnen, Mais und Fladenbrot","1,90 €","3,71 €",A,0
2024-08-27,Wok-/Grill,"""Pimp Your Burger"" - Mariniertes Hähchenbrustfilet mit Cole Slaw, Süßkartoffelpommes und Toppings nach Wahl","5,40 €","7,27 €",B,0
2024-08-27,Beilage 1,Reis,"0,46 €","0,90 €",A,0
2024-08-27,Beilage 2,Kartoffeln,"0,44 €","0,86 €",A,0
2024-08-27,Dessert 1,Buttermilchdessert mit Erdbeeren,"0,63 €","1,24 €",A,0
2024-08-27,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,0
2024-08-27,Gemüse 1,Mischgemüse,"0,64 €","1,25 €",A,0
2024-08-27,Gemüse 2,Blattspinat in Sojarahm,"0,60 €","1,17 €",A,0
2024-08-27,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-08-27,Suppe,Blumenkohlrahmsuppe,"0,53 €","1,03 €",A,0
2024-08-28,Eintopf,Mediterraner Tomaten-Zucchini-Eintopf,"1,62 €","3,16 €",A,0
2024-08-28,Essen 1,Blumenkohl-Brokkoligratin mit Béchamelsoße,"1,76 €","3,43 €",A,0
2024-08-28,Essen 2,Gebackener Hackbraten mit Balkansoße,"2,54 €","4,95 €",A,0
2024-08-28,Vegan,Pikante Sesamnudeln mit asiatischem Pfannengemüse,"1,98 €","3,86 €",A,0
2024-08-28,Wok-/Grill,"Svícková na smetane - Lendenbraten mit sämiger Wurzelgemüse-Sahne, Semmelknödel und Preiselbeeren","5,98 €","7,85 €",A,0
2024-08-28,Beilage 1,Kroketten,"0,62 €","1,21 €",C,1
2024-08-28,Beilage 2,Kartoffeln,"0,44 €","0,86 €",A,0
2024-08-28,Dessert 1,Grießpudding mit Himbeeren,"0,74 €","1,44 €",C,0
2024-08-28,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,0
2024-08-28,Gemüse 1,Leipziger Allerlei,"0,58 €","1,13 €",A,0
2024-08-28,Gemüse 2,Mexicogemüse,"0,64 €","1,25 €",A,0
2024-08-28,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-08-28,Suppe,Champignonsuppe,"0,55 €","1,08 €",A,0
2024-08-29,Eintopf,Gartengemüse-Eintopf mit Nudeln,"1,86 €","3,63 €",A,0
2024-08-29,Essen 1,Zwei Spinatknödel mit Kräuter-Zwiebelsoße,"2,00 €","3,90 €",A,0
2024-08-29,Essen 2,"Spaghetti ""Bolognese""","2,30 €","4,49 €",A,0
2024-08-29,Vegan,"Rote Bete Gnocchis mit Gemüse, Champignons und gehackten Walnüssen","1,98 €","3,86 €",A,0
2024-08-29,Wok-/Grill,"""Fish & Chips"" - Backfisch mit Erbsenpüree und Pommes frites","3,12 €","4,99 €",A,0
2024-08-29,Beilage 1,Pommes frites,"0,60 €","1,17 €",B,0
2024-08-29,Beilage 2,Reis mit Erbsen,"0,62 €","1,21 €",A,0
2024-08-29,Dessert 1,Mangoquark,"0,64 €","1,24 €",A,0
2024-08-29,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,0
2024-08-29,Gemüse 1,Delikatessbohnen,"0,43 €","0,84 €",A,0
2024-08-29,Gemüse 2,Balkangemüse,"0,46 €","0,90 €",A,0
2024-08-29,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-08-29,Suppe,Brokkolisuppe,"0,72 €","1,40 €",A,0
2024-08-30,Eintopf,Eintopf von grünen Bohnen,"1,72 €","3,35 €",A,0
2024-08-30,Essen 1,"One Pot aus dem Ofen mit Kartoffeln, Gemüse und Cheddar","1,90 €","3,71 €",A,0
2024-08-30,Essen 2,Zwei Kutterfrikadellen mit Remouladensoße,"2,18 €","4,25 €",D,0
2024-08-30,Vegan,Bunte Tortellini-Gemüsepfanne mit Tomatensoße,"2,22 €","4,33 €",A,0
2024-08-30,Wok-/Grill,"""Plant-based Schnitzel vom Feld"" mit frischen Rahmchampignons, Pommes frites und Salat","5,54 €","7,41 €",A,0
2024-08-30,Beilage 1,Couscous,"0,44 €","0,86 €",A,0
2024-08-30,Beilage 2,Kartoffeln,"0,44 €","0,86 €",A,0
2024-08-30,Dessert 1,Joghurt mit Ananas,"0,52 €","1,01 €",B,0
2024-08-30,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,0
2024-08-30,Gemüse 1,Kaisergemüse,"0,48 €","0,94 €",A,0
2024-08-30,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-08-30,Suppe,Rote Linsen-Kartoffelsuppe,"0,56 €","1,10 €",A,0
2024-09-02,Eintopf,"Hackfleischeintopf ""Budapest"" mit Kartoffeln und Paprika","2,92 €","5,69 €",A,0
2024-09-02,Essen 1,"Rösti ""Caprese"" mit Tomaten und Mozzarella überbacken","2,20 €","4,29 €",B,0
2024-09-02,Essen 2,"Holländische ""Frikandel Spezial"" mit Curryketchup, Mayonnaise und feinen Zwiebeln","1,72 €","3,35 €",C,0
2024-09-02,Vegan,Gebratene schwäbische Maultaschen mit Mischgemüse,"2,14 €","4,17 €",A,0
2024-09-02,Wok-/Grill,"Frische, bunte Bandnudeln mit Rucola-Pesto, Kirschtomaten und Schweinefiletstreifen","5,16 €","7,03 €",A,0
2024-09-02,Beilage 1,Pommes frites,"0,60 €","1,17 €",B,0
2024-09-02,Beilage 2,Schwenkkartoffeln,"0,64 €","1,25 €",B,0
2024-09-02,Dessert 1,Joghurt mit Ananas,"0,52 €","1,01 €",B,0
2024-09-02,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,0
2024-09-02,Gemüse 1,Brokkoli,"0,76 €","1,48 €",A,0
2024-09-02,Gemüse 2,Leipziger Allerlei,"0,58 €","1,13 €",A,0
2024-09-02,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-09-02,Suppe,Kartoffelsuppe,"0,42 €","0,82 €",A,0
2024-09-03,Eintopf,Pürierter Kartoffeleintopf mit frischer Blattpetersilie,"1,90 €","3,71 €",A,0
2024-09-03,Essen 1,Spaghetti al Limone mit gerösteten Mandeln und Parmesan,"1,74 €","3,39 €",B,0
2024-09-03,Essen 2,Gebratenes Buntbarschfilet mit Lauchrahmsoße,"2,16 €","4,21 €",B,0
2024-09-03,Vegan,Frühlingsrolle mit Gemüsefüllung und Mango-Chutney,"2,42 €","4,72 €",B,0
2024-09-03,Wok-/Grill,"""Pimp Your Burger"" - Rindfleischpatty mit Salat, unserer Haussoße, Pommes frites und Toppings nach Wahl","6,08 €","7,95 €",D,0
2024-09-03,Beilage 1,Reis,"0,46 €","0,90 €",A,0
2024-09-03,Beilage 2,Nudeln mit Gemüse,"0,54 €","1,05 €",A,0
2024-09-03,Dessert 1,Schokopudding,"0,60 €","1,17 €",C,0
2024-09-03,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,0
2024-09-03,Gemüse 1,Blumenkohl,"0,42 €","0,82 €",A,0
2024-09-03,Gemüse 2,Karottenscheiben,"0,36 €","0,70 €",A,0
2024-09-03,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-09-03,Suppe,Brokkolisuppe,"0,36 €","0,70 €",A,0
2024-09-04,Aktion,"Pimp it - Tag der Currywurst"" Vegane Currywurst mit Pommes Frites und Toppings","6,32 €","8,19 €",B,0
2024-09-04,Eintopf,"Weißer Bohneneintopf ""Serbische Art""","1,86 €","3,63 €",A,0
2024-09-04,Essen 1,"Kartoffelnocken mit Spitzkohl, Karottenscheiben und Kürbisrahmsoße","1,80 €","3,60 €",A,0
2024-09-04,Essen 2,Lummerbraten vom Schwein mit grüner Pfeffersoße,"2,22 €","4,33 €",A,0
2024-09-04,Vegan,Penne Primavera mit buntem Gemüse,"1,72 €","3,35 €",A,0
2024-09-04,Wok-/Grill,"Pimp it - Tag der Currywurst"" Currywurst mit Pommes Frites und Toppings","2,58 €","4,45 €",C,0
2024-09-04,Beilage 1,Kroketten,"0,62 €","1,21 €",C,1
2024-09-04,Beilage 2,Kartoffelpüree,"0,42 €","0,82 €",A,0
2024-09-04,Beilage 3,"Pimp it - Tag der Currywurst"" Doppelte Currywurst mit Pommes Frites und Toppings","3,92 €","5,79 €",C,0
2024-09-04,Dessert 1,Waldbeerjoghurt,"0,52 €","1,01 €",B,0
2024-09-04,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,0
2024-09-04,Gemüse 1,Delikatessbohnen,"0,44 €","0,86 €",A,0
2024-09-04,Gemüse 2,Balkangemüse,"0,46 €","0,90 €",A,0
2024-09-04,Gemüse 3,"Pimp it - Tag der Currywurst"" Doppelte, vegane Currywurst mit Pommes Frites und Toppings","8,32 €","10,19 €",A,0
2024-09-04,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-09-04,Suppe,Karotten-Ingwersuppe,"0,40 €","0,78 €",A,0
2024-09-05,Eintopf,Gemüse-Nudeltopf mit veganem Ei,"1,88 €","3,67 €",A,0
2024-09-05,Essen 1,"""Mac & Cheese"" - Maccaroni mit Chashewkernen und Käsesoße","1,96 €","3,82 €",C,0
2024-09-05,Essen 2,Hausgemachte Frikadelle mit Champignonrahmsoße,"2,64 €","5,15 €",A,0
2024-09-05,Vegan,Kartoffel-Endivienstampf mit Falafelbällchen,"2,22 €","4,33 €",B,0
2024-09-05,Wok-/Grill,"""Powerfood Salatbowl"" mit Hähnchenstreifen in Chili-Kokosrahm auf verschiedenen Salaten und einem Dressing nach Wahl","3,94 €","5,81 €",B,0
2024-09-05,Beilage 1,Reisnudeln,"0,38 €","0,74 €",A,0
2024-09-05,Beilage 2,Kartoffeln,"0,44 €","0,86 €",A,0
2024-09-05,Dessert 1,Buttermilchdessert Mango,"0,72 €","1,40 €",B,0
2024-09-05,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,0
2024-09-05,Gemüse 1,Erbsen,"0,48 €","0,94 €",A,0
2024-09-05,Gemüse 2,Ratatouille Gemüse,"0,46 €","0,90 €",A,0
2024-09-05,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-09-05,Suppe,Petersilienwurzelsuppe,"0,76 €","1,48 €",A,0
2024-09-06,Eintopf,Kichererbsen-Tomateneintopf,"1,46 €","3,33 €",A,0
2024-09-06,Essen 1,Currywurstpfanne mit Paprika und Zwiebeln,"1,90 €","3,71 €",B,0
2024-09-06,Essen 2,Seelachsfilet mit Spinat und Mozzarella überbacken und Zitronensoße,"2,96 €","5,77 €",A,0
2024-09-06,Vegan,Bunter Gemüse-Mix mit tomatisierten Vollkornnudeln und frischem Basilikum,"2,12 €","4,13 €",A,0
2024-09-06,Wok-/Grill,American Pancakes mit Beerenobst und Vanillesoße,"3,20 €","5,07 €",C,0
2024-09-06,Beilage 1,Pommes frites,"0,60 €","1,17 €",B,0
2024-09-06,Beilage 2,Reis mit Gemüse,"0,60 €","1,17 €",B,0
2024-09-06,Dessert 1,Grießpudding mit Himbeeren,"0,46 €","0,90 €",C,0
2024-09-06,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,0
2024-09-06,Gemüse 1,Kaisergemüse,"0,48 €","0,94 €",A,0
2024-09-06,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-09-06,Suppe,Kräutersuppe,"0,42 €","0,82 €",B,0
2024-09-09,Eintopf,"""Blumenkohleintopf mit Kartoffeln und Kichererbsen""","1,64 €","3,20 €",A,0
2024-09-09,Essen 1,Kartoffel-Spitzkohlpfanne mit Walnuss-Apfeldip,"1,84 €","3,59 €",A,0
2024-09-09,Essen 2,Schweinegulasch Toskana im Reisrand,"2,86 €","5,58 €",A,0
2024-09-09,Vegan,Jackfruit-Kürbis-Curry mit Ananas und Kokosmilch,"1,98 €","3,86 €",A,0
2024-09-09,Wok-/Grill,"""Pierogi"" mit Kartoffel-Quarkfüllung, Gemüsestiften und Schnittlauch-Crème-fraîche","2,74 €","4,61 €",B,0
2024-09-09,Beilage 1,Pommes frites,"0,60 €","1,17 €",B,0
2024-09-09,Beilage 2,Rosmarinkartoffeln,"0,64 €","1,25 €",A,0
2024-09-09,Dessert 1,Erdbeercremejoghurt,"0,46 €","0,90 €",B,0
2024-09-09,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,0
2024-09-09,Gemüse 1,Brokkoli,"0,68 €","1,33 €",A,0
2024-09-09,Gemüse 2,Ratatouille Gemüse,"0,48 €","0,90 €",A,0
2024-09-09,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,0
2024-09-09,Suppe,Kohlrabicremesuppe,"0,50 €","0,98 €",A,0
2024-09-10,Eintopf,Linseneintopf,"1,54 €","3,28 €",A,0
2024-09-10,Essen 1,"Gebratener Reis mit Gemüse, Ei und einer Hähnchenhaxe","2,50 €","4,88 €",A,0
